230FA LLC,"230 5 AV 1148 56BWAY228 32 5AV
NEW YORK, NY 10001",904,OP,03/31/2018,License is Active,ON-PREMISES LIQUOR,License is Active,2,"
",230FA LLC,,1
230FA LLC,"230 5 AV 1148 56BWAY228 32 5AV
230FIFTHACCT@GMAIL.COM
NEW YORK, NY 10001",905,OP,03/31/2018,License is Active,ON-PREMISES LIQUOR,License is Active,2,"
",230FA LLC,,1
FERASS DELI CORP,"831 6TH AVE
CORNER OF 29TH ST
NEW YORK, NY 10001",122,AX,11/30/2017,License is Active,1207708,"GROCERY BEER, WINE PROD",License is Active,1,04/17/2008,12/01/2014,11/30/2017
FERASS DELI CORP,"831 6TH AVENUE
NEW YORK, NY 10001",001,ST,09/07/2008,Expired,1207709,TEMPORARY PERMIT,Expired,1,04/17/2008,06/10/2008,09/07/2008
831 GOURMET FOOD CORP,"831 6TH AVENUE
NEW YORK, NY 10001",ML1,AX,06/10/2008,Expired,1207710,"GROCERY BEER, WINE PROD",Expired,1,04/17/2008,06/10/2008,06/10/2008
DUANE READE INC,"619 9TH AVE
NEW YORK, NY 10001",126,DX,09/30/2016,License is Active,1207730,"DRUG BEER, WINE PROD",License is Active,2,04/17/2008,10/01/2013,09/30/2016
CAFE J INC,"276 5TH AVENUE
NEW YORK, NY 10001",002,ST,05/05/2008,License is Inactive,1207865,TEMPORARY PERMIT,License is Inactive,3,04/22/2008,04/06/2008,05/05/2008
SULLIVAN RESTAURANT LLC,"230 9TH AVENUE
23RD & 25TH STREETS
NEW YORK, NY 10001",341,RW,09/30/2017,License is Active,1208123,RESTAURANT WINE,License is Active,1,04/28/2008,10/01/2015,09/30/2017
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",006,ST,05/29/2008,Expired,1208131,TEMPORARY PERMIT,Expired,2,04/28/2008,04/30/2008,05/29/2008
ROCK N SAKE NYC LLC,"138 W 25TH ST
NEW YORK, NY 10001",002,ST,05/15/2008,License is Inactive,1208167,TEMPORARY PERMIT,License is Inactive,3,04/29/2008,04/16/2008,05/15/2008
CAFE J INC,"276 5TH AVENUE
NEW YORK, NY 10001",003,ST,06/04/2008,License is Inactive,1208696,TEMPORARY PERMIT,License is Inactive,4,05/08/2008,05/06/2008,06/04/2008
RESTAURANTE LA ROMANA INC,"234 W 27TH STREET
7TH & 8TH AVENUES
NEW YORK, NY 10001",341,RW,02/28/2011,License is Inactive,1209216,RESTAURANT WINE,License is Inactive,1,05/19/2008,03/09/2010,02/28/2011
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",007,ST,06/28/2008,Expired,1209312,TEMPORARY PERMIT,Expired,1,05/21/2008,05/30/2008,06/28/2008
MADISON SQUARE GARDEN L P,"4 PENNSYLVANIA PLAZA
NEW YORK, NY 10001",930,OP,04/30/2013,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,2,"
",MADISON SQUARE GARDEN L P,"AISLE ""B"" BAR",1
MADISON SQUARE GARDEN L P,"4 PENNSYLVANIA PLAZA
NEW YORK, NY 10001",931,OP,04/30/2013,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,2,"
",MADISON SQUARE GARDEN L P,WAMU BAR,1
MADISON SQUARE GARDEN L P,"4 PENNSYLVANIA PLAZA
NEW YORK, NY 10001",932,OP,04/30/2013,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,2,"
",MADISON SQUARE GARDEN L P,"GOLD BAR ""A""",1
MADISON SQUARE GARDEN L P,"4 PENNSYLVANIA PLAZA
31ST & 33RD STS; 7TH & 8TH AVE
NEW YORK, NY 10001",933,OP,04/30/2013,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,2,"
",MADISON SQUARE GARDEN L P,"GOLD BAR ""B""",1
GREENSTICK CORP,"10 W 33RD ST STORE 1
FIFTH & BROADWAY
NEW YORK, NY 10001",252,OP,08/31/2016,License is Active,1210039,ON-PREMISES LIQUOR,License is Active,2,06/04/2008,09/01/2014,08/31/2016
M J M REST CORP,"254 W 31ST STREET
7TH & 8TH AVENUES
NEW YORK, NY 10001",252,OP,02/28/2017,License is Active,1210098,ON-PREMISES LIQUOR,License is Active,4,06/05/2008,03/01/2015,02/28/2017
BUDDHA FOODS INC,"263 WEST 30TH ST
7TH & 8TH AVE
NEW YORK, NY 10001",341,RW,09/30/2017,License is Inactive,1210566,RESTAURANT WINE,License is Inactive,3,06/13/2008,10/01/2015,09/30/2017
CYRIL 254 FIFTH AVENUE LLC,"254 5TH AVE
NEW YORK, NY 10001",252,OP,09/30/2012,License is Inactive,1211066,ON-PREMISES LIQUOR,License is Inactive,3,06/25/2008,10/01/2010,09/30/2012
J J Y 32 INC,"34 36 W 32ND STREET
NEW YORK, NY 10001",002,ST,08/07/2008,License is Inactive,1211506,TEMPORARY PERMIT,License is Inactive,1,07/03/2008,07/09/2008,08/07/2008
CEATHAL TAVERN LTD,"21 W 35TH ST
NEW YORK, NY 10001",252,OP,02/28/2017,License is Active,1211573,ON-PREMISES LIQUOR,License is Active,3,07/03/2008,03/01/2015,02/28/2017
CEATHAL TAVERN LTD,"21 W 35TH ST
NEW YORK, NY 10001",001,ST,10/18/2008,Expired,1211574,TEMPORARY PERMIT,Expired,3,07/03/2008,07/21/2008,10/18/2008
21 WEST 35TH STREET REST INC,"21 W 35TH STREET
NEW YORK, NY 10001",ML1,RL,07/21/2008,License is Inactive,1211575,RESTAURANT LIQUOR,License is Inactive,3,07/03/2008,07/21/2008,07/21/2008
CASABLANCA MUSIC CAFE INC,"34 W 32ND STREET 5TH FLOOR
NEW YORK, NY 10001",ML1,TW,07/14/2008,License is Inactive,1212363,TAVERN WINE,License is Inactive,3,07/26/2008,07/14/2008,07/14/2008
MANHATTAN BCD INC,"17 W 32ND STREET
NEW YORK, NY 10001",002,ST,09/08/2008,License is Inactive,1212996,TEMPORARY PERMIT,License is Inactive,4,08/07/2008,08/10/2008,09/08/2008
J J Y 32 INC,"34 36 W 32ND STREET
NEW YORK, NY 10001",003,ST,09/06/2008,License is Inactive,1213213,TEMPORARY PERMIT,License is Inactive,1,08/13/2008,08/08/2008,09/06/2008
POST FOOD CORP,"317 9TH AVE
28TH & 29TH STS
NEW YORK, NY 10001",122,AX,11/30/2017,License is Active,1213428,"GROCERY BEER, WINE PROD",License is Active,2,08/15/2008,12/01/2014,11/30/2017
FERASS DELI CORP,"831 6TH AVENUE
NEW YORK, NY 10001",002,ST,10/07/2008,Expired,1213455,TEMPORARY PERMIT,Expired,3,08/18/2008,09/08/2008,10/07/2008
34TH STREET PIZZA LLC,"460 W 34TH ST STORE 1 2 & 3
NEW YORK, NY 10001",002,ST,08/22/2008,License is Inactive,1213839,TEMPORARY PERMIT,License is Inactive,2,08/26/2008,07/24/2008,08/22/2008
34TH STREET PIZZA LLC,"460 W 34TH ST STORE 1 2 & 3
NEW YORK, NY 10001",003,ST,09/21/2008,License is Inactive,1213840,TEMPORARY PERMIT,License is Inactive,2,08/26/2008,08/23/2008,09/21/2008
GHAM INC,"11 W 30TH ST
NEW YORK, NY 10001",252,OP,,License is Inactive,1214148,ON-PREMISES LIQUOR,License is Inactive,2,09/03/2008,,
GHAM INC,"11 W 30TH ST
NEW YORK, NY 10001",001,ST,12/10/2008,License is Inactive,1214149,TEMPORARY PERMIT,License is Inactive,2,09/03/2008,09/12/2008,12/10/2008
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",ML1,OP,09/12/2008,Expired,1214150,ON-PREMISES LIQUOR,Expired,2,09/03/2008,09/12/2008,09/12/2008
MANHATTAN BCD INC,"17 W 32ND STREET
NEW YORK, NY 10001",003,ST,10/09/2008,License is Inactive,1214240,TEMPORARY PERMIT,License is Inactive,2,09/05/2008,09/10/2008,10/09/2008
I M OPERATING LLC,"533 535 W 27 ST AKA 536 W28 ST
NEW YORK, NY 10001",252,OP,03/31/2017,License is Active,1215029,ON-PREMISES LIQUOR,License is Active,2,09/22/2008,04/01/2015,03/31/2017
I M OPERATING LLC,"533 535 W 27 ST AKA 536 W 28ST
NEW YORK, NY 10001",901,OP,03/31/2017,License is Active,ON-PREMISES LIQUOR,License is Active,2,"
",I M OPERATING LLC,SCORES,1
I M OPERATING LLC,"533 535 W 27 ST AKA536 W 28 ST
NEW YORK, NY 10001",902,OP,03/31/2013,Expired,ON-PREMISES LIQUOR,Expired,2,"
",I M OPERATING LLC,SCORES,1
34TH STREET PIZZA LLC,"460 W 34TH ST STORE 1 2 & 3
NEW YORK, NY 10001",004,ST,10/21/2008,License is Inactive,1215385,TEMPORARY PERMIT,License is Inactive,4,09/30/2008,09/22/2008,10/21/2008
ICE BUCKET SELECTIONS LLC,"39 W 32ND STREET #1601
NEW YORK, NY 10001",303,WW,04/30/2016,License is Inactive,1215497,WHOLESALE WINE,License is Inactive,4,10/01/2008,05/24/2013,04/30/2016
FERASS DELI CORP,"831 6TH AVENUE
NEW YORK, NY 10001",003,ST,11/06/2008,Expired,1215593,TEMPORARY PERMIT,Expired,4,10/03/2008,10/08/2008,11/06/2008
MANHATTAN BCD INC,"17 W 32ND STREET
NEW YORK, NY 10001",004,ST,11/08/2008,License is Inactive,1215882,TEMPORARY PERMIT,License is Inactive,4,10/08/2008,10/10/2008,11/08/2008
"RLJ III-HGN MANHATTAN LESSEE, LLC &","63 67 W 35TH STREET
5TH & 6TH
NEW YORK, NY 10001",242,HL,01/31/2017,License is Active,1216030,HOTEL LIQUOR,License is Active,2,10/14/2008,02/01/2015,01/31/2017
CEATHAL TAVERN LTD,"21 W 35TH ST
NEW YORK, NY 10001",002,ST,11/17/2008,Expired,1216280,TEMPORARY PERMIT,Expired,4,10/17/2008,10/19/2008,11/17/2008
34TH STREET PIZZA LLC,"460 W 34TH ST STORE 1 2 & 3
NEW YORK, NY 10001",005,ST,11/20/2008,License is Inactive,1216632,TEMPORARY PERMIT,License is Inactive,2,10/24/2008,10/22/2008,11/20/2008
BWAY & 5TH INC,"39 W 32ND STREET
BWAY & 5TH AVE
NEW YORK, NY 10001",252,OP,,License is Inactive,1217134,ON-PREMISES LIQUOR,License is Inactive,2,11/03/2008,,
MAJ REST CORP,"370 7TH AVENUE STORE #105
NEW YORK, NY 10001",252,OP,09/30/2017,License is Active,1217241,ON-PREMISES LIQUOR,License is Active,2,11/05/2008,10/01/2015,09/30/2017
WINE PROJECT INC,"109 W 27TH STREET SUITE 5E
6TH & 7TH AVES
NEW YORK, NY 10001",303,WW,02/28/2010,Expired,1217268,WHOLESALE WINE,Expired,3,11/05/2008,06/23/2009,02/28/2010
BLUE KANE RESTAURANT GROUP LLC,"290 8TH AVENUE, GROUND FLOOR R
24TH AND 25TH
NEW YORK, NY 10001",252,OP,02/25/2011,License is Inactive,1217446,ON-PREMISES LIQUOR,License is Inactive,2,11/10/2008,04/15/2009,02/25/2011
876 MARKET CORP,"876 6TH AVENUE
CORNER OF 6TH AVE & 31ST ST
NEW YORK, NY 10001",122,AX,02/28/2018,License is Inactive,1217450,"GROCERY BEER, WINE PROD",License is Inactive,2,11/10/2008,03/01/2015,02/28/2018
SUN & MOON VENTURES CORP,"10 W 32ND STREET, 5TH FLOOR
5TH & 6TH AVES
NEW YORK, NY 10001",252,OP,,License is Inactive,1217506,ON-PREMISES LIQUOR,License is Inactive,1,11/12/2008,,
GQ NIGHTLIFE LLC,"215 W 28TH STREET
NEW YORK, NY 10001",252,OP,02/28/2013,License is Inactive,1217558,ON-PREMISES LIQUOR,License is Inactive,3,11/13/2008,03/02/2011,02/28/2013
GQ NIGHTLIFE LLC,"215 W 28TH STREET
NEW YORK, NY 10001",901,OP,02/28/2013,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,3,"
",GQ NIGHTLIFE LLC,PROMENADE,1
GQ NIGHTLIFE LLC,"215 W 28TH STREET
NEW YORK, NY 10001",902,OP,02/28/2013,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,3,"
",GQ NIGHTLIFE LLC,PROMENADE,1
GQ NIGHTLIFE LLC,"215 W 28TH STREET
NEW YORK, NY 10001",001,ST,03/11/2009,License is Inactive,1217561,TEMPORARY PERMIT,License is Inactive,3,11/13/2008,12/12/2008,03/11/2009
GQ NIGHTLIFE LLC,"215 W 28TH STREET
NEW YORK, NY 10001",901,ST,03/11/2009,License is Inactive,1217562,TEMPORARY PERMIT,License is Inactive,3,11/13/2008,12/12/2008,03/11/2009
GQ NIGHTLIFE LLC,"215 W 28TH STREET
NEW YORK, NY 10001",902,ST,03/11/2009,License is Inactive,1217565,TEMPORARY PERMIT,License is Inactive,3,11/13/2008,12/12/2008,03/11/2009
DIVENTURE LLC,"215 W 28TH STREET
NEW YORK, NY 10001",ML1,OP,12/12/2008,License is Inactive,1217566,ON-PREMISES LIQUOR,License is Inactive,3,11/13/2008,12/12/2008,12/12/2008
CEATHAL TAVERN LTD,"21 W 35TH ST
NEW YORK, NY 10001",003,ST,12/17/2008,Expired,1217727,TEMPORARY PERMIT,Expired,2,11/14/2008,11/18/2008,12/17/2008
FERASS DELI CORP,"831 6TH AVENUE
NEW YORK, NY 10001",004,ST,12/06/2008,Expired,1217749,TEMPORARY PERMIT,Expired,2,11/14/2008,11/07/2008,12/06/2008
ALPHA FUSION INC,"365 W 34TH STREET
8TH & 9TH AVES
NEW YORK, NY 10001",252,OP,02/28/2017,License is Active,1217911,ON-PREMISES LIQUOR,License is Active,1,11/18/2008,03/01/2015,02/28/2017
34TH STREET PIZZA LLC,"460 W 34TH ST STORE 1 2 & 3
NEW YORK, NY 10001",006,ST,12/20/2008,License is Inactive,1218103,TEMPORARY PERMIT,License is Inactive,1,11/21/2008,11/21/2008,12/20/2008
FERASS DELI CORP,"831 6TH AVENUE
NEW YORK, NY 10001",005,ST,01/05/2009,Expired,1218796,TEMPORARY PERMIT,Expired,4,12/03/2008,12/07/2008,01/05/2009
CEATHAL TAVERN LTD,"21 W 35TH ST
NEW YORK, NY 10001",004,ST,01/16/2009,Expired,1219275,TEMPORARY PERMIT,Expired,3,12/11/2008,12/18/2008,01/16/2009
34TH STREET PIZZA LLC,"460 W 34TH ST STORE 1 2 & 3
NEW YORK, NY 10001",007,ST,01/19/2009,License is Inactive,1219590,TEMPORARY PERMIT,License is Inactive,4,12/22/2008,12/21/2008,01/19/2009
CEATHAL TAVERN LTD,"21 W 35TH ST
NEW YORK, NY 10001",005,ST,02/15/2009,Expired,1220186,TEMPORARY PERMIT,Expired,4,01/09/2009,01/17/2009,02/15/2009
DREAM WINES INC.,"122 W 27TH ST SUITE 1232
6TH AVE & 7TH AVE
NEW YORK, NY 10001",303,WW,,License is Inactive,1220206,WHOLESALE WINE,License is Inactive,1,01/09/2009,,
CEATHAL TAVERN LTD,"21 W 35TH ST
NEW YORK, NY 10001",006,ST,03/17/2009,Expired,1221610,TEMPORARY PERMIT,Expired,1,02/13/2009,02/16/2009,03/17/2009
"1186 BROADWAY TENANT LLC AND FRIEDFIELD BRESLIN, L","1186 BROADWAY
AKA 16 WEST 29TH STREET
NEW YORK, NY 10001",902,HL,04/30/2017,License is Active,HOTEL LIQUOR,License is Active,2,"
","1186 BROADWAY TENANT LLC AND FRIEDFIELD BRESLIN, L","ACE HOTEL NEW YORK &THE; BRESLIN, JOHN DORY OYSTER ",1
MMG 29 OPERATOR LLC,"128 W 29TH STREET
6TH & 7TH AVENUES
NEW YORK, NY 10001",242,HL,,License is Inactive,1222230,HOTEL LIQUOR,License is Inactive,2,03/03/2009,,
HOTEL26 OPERATING LLC & MODE HOSPITALITY MGMT LLC,"152 W 26TH STREET
6TH & 7TH AVENUES
NEW YORK, NY 10001",242,HL,03/31/2012,License is Inactive,1222324,HOTEL LIQUOR,License is Inactive,1,03/05/2009,04/09/2010,03/31/2012
C 32 K NY INC,"10 W 32ND STREET 2ND FL
BROADWAY AND 5TH AVENUE
NEW YORK, NY 10001",341,RW,09/30/2013,License is Inactive,1223259,RESTAURANT WINE,License is Inactive,3,03/20/2009,10/01/2012,09/30/2013
RARE CHELSEA RESTAURANT GROUP LLC,"152 W 26TH STREET ROOF
NEW YORK, NY 10001",252,OP,05/31/2018,License is Active,1223586,ON-PREMISES LIQUOR,License is Active,4,03/27/2009,06/01/2016,05/31/2018
RARE CHELSEA RESTAURANT GROUP LLC,"152 W 26TH ST
GROUND FLOOR
NEW YORK, NY 10001",252,OP,03/31/2018,License is Active,1223677,ON-PREMISES LIQUOR,License is Active,4,03/30/2009,04/01/2016,03/31/2018
RARE CHELSEA RESTAURANT GROUP LLC,"152 W 26TH ST
GROUND FLOOR
NEW YORK, NY 10001",901,OP,03/31/2014,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,4,"
",RARE CHELSEA RESTAURANT GROUP LLC,,1
THE SLOAN WINE GROUP LLC,"135 W 26TH ST #7D
6TH & 7TH AVE
NEW YORK, NY 10001",303,WW,01/31/2012,Expired,1224041,WHOLESALE WINE,Expired,2,04/09/2009,03/28/2011,01/31/2012
AMNESIA JV LLC,"609 W 29TH STREET
11TH & 12TH AVENUE
NEW YORK, NY 10001",252,OP,08/31/2013,Expired,1224275,ON-PREMISES LIQUOR,Expired,3,04/14/2009,09/01/2011,08/31/2013
AMNESIA JV LLC,"609 W 29TH STREET
NEW YORK, NY 10001",901,OP,08/31/2013,Expired,ON-PREMISES LIQUOR,Expired,4,"
",AMNESIA JV LLC,AMNESIA NYC,1
AMNESIA JV LLC,"609 W 29TH STREET
NEW YORK, NY 10001",001,ST,08/15/2009,Expired,1224277,TEMPORARY PERMIT,Expired,4,04/14/2009,05/18/2009,08/15/2009
AMNESIA JV LLC,"609 W 29TH STREET
NEW YORK, NY 10001",901,ST,08/15/2009,Expired,1224312,TEMPORARY PERMIT,Expired,1,04/15/2009,05/18/2009,08/15/2009
5 WEST 36 RESTUARANT CORP,"11 13 W 32ND ST 5TH FLOOR
5TH AVE & BDWY
NEW YORK, NY 10001",252,OP,09/30/2013,License is Inactive,1225344,ON-PREMISES LIQUOR,License is Inactive,2,05/06/2009,10/01/2011,09/30/2013
SERVICE AMERICA CORPORATION/JACOB K JAVITS CON CNT,"655 W 34TH STREET
NEW YORK, NY 10001",901,OP,03/31/2017,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",SERVICE AMERICA CORPORATION/JACOB K JAVITS CON CNT,,1
SERVICE AMERICA CORPORATION/JACOB K JAVITS CON CNT,"655 W 34TH STREET
NEW YORK, NY 10001",902,OP,03/31/2017,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",SERVICE AMERICA CORPORATION/JACOB K JAVITS CON CNT,,1
1ST & FRESH LLC,"132 W 31ST ST
31ST ST BETWEEN 6TH AVE AND 7T
NEW YORK, NY 10001",246,CT,12/31/2013,License is Inactive,1227169,CATERING ESTABLISHMENT,License is Inactive,3,06/17/2009,01/01/2012,12/31/2013
MAY'S PLACE INC,"2 W 32ND STREET RM 201,203
5TH AVE & BROADWAY
NEW YORK, NY 10001",341,RW,03/31/2017,License is Active,1227681,RESTAURANT WINE,License is Active,4,06/29/2009,04/14/2015,03/31/2017
32ND JABEZ CORP,"32 W 32ND ST 3RD FLOOR
5TH AVE AND BROADWAY
NEW YORK, NY 10001",341,RW,01/31/2015,Expired,1228193,RESTAURANT WINE,Expired,4,07/09/2009,02/01/2013,01/31/2015
BISTRO MARKETPLACE 17 INC,"312 WEST 34TH ST
8TH AVE AND 9TH AVE
NEW YORK, NY 10001",141,EB,01/31/2013,Expired,1228194,EATING PLACE BEER,Expired,4,07/09/2009,02/25/2010,01/31/2013
FONDUE 26 LLC,"122 W 26TH STREET
6TH AND 7TH AVENUES
NEW YORK, NY 10001",252,OP,09/30/2017,License is Active,1228651,ON-PREMISES LIQUOR,License is Active,3,07/20/2009,10/01/2015,09/30/2017
SOON YOUNG JO CORP,"37 W 32ND ST
BROADWAY AND 5TH AVE
NEW YORK, NY 10001",252,OP,12/31/2017,License is Active,1228675,ON-PREMISES LIQUOR,License is Active,3,07/21/2009,01/01/2016,12/31/2017
IN GON KIM,"37 W 32ND STREET
NEW YORK, NY 10001",ML1,OP,,License is Inactive,1228676,ON-PREMISES LIQUOR,License is Inactive,4,07/21/2009,,
ACNAM LLC,"122 W 27TH STREET, SUITE #1013
6 & 7 AVENUES
NEW YORK, NY 10001",303,WW,08/31/2012,License is Inactive,1228804,WHOLESALE WINE,License is Inactive,1,07/22/2009,09/01/2011,08/31/2012
7 & 28 PIZZA INC,"324 7TH AVE
STORE B
NEW YORK, NY 10001",341,RW,04/30/2017,License is Active,1229011,RESTAURANT WINE,License is Active,1,07/28/2009,05/04/2015,04/30/2017
PLAN 1 2 3 INC,"233 9TH AVE
W 24TH AND W 25TH STS
NEW YORK, NY 10001",252,OP,11/30/2015,License is Inactive,1229459,ON-PREMISES LIQUOR,License is Inactive,3,08/05/2009,12/01/2013,11/30/2015
BRISAM WEST 29 LLC,"128 WEST 29TH STREET
6TH & 7TH AVENUES
NEW YORK, NY 10001",242,HL,07/31/2017,License is Active,1229697,HOTEL LIQUOR,License is Active,4,08/12/2009,08/01/2015,07/31/2017
AMNESIA JV LLC,"609 W 29TH STREET
NEW YORK, NY 10001",002,ST,09/14/2009,Expired,1229765,TEMPORARY PERMIT,Expired,3,08/13/2009,08/16/2009,09/14/2009
AMNESIA JV LLC,"609 W 29TH STREET
NEW YORK, NY 10001",011,ST,09/14/2009,Expired,1229766,TEMPORARY PERMIT,Expired,3,08/13/2009,08/16/2009,09/14/2009
"RLJ III-HGN MANHATTAN LESSEE, LLC &","63 67 W 35TH STREET
NEW YORK, NY 10001",901,HL,01/31/2017,License is Active,HOTEL LIQUOR,License is Active,4,"
","RLJ III-HGN MANHATTAN LESSEE, LLC & ",HIGHGATE HOTELS LP,1
KIMPTON HOTEL & RESTAURANT GROUP LLC,"851 AVENUE OF THE AMERICAS
29TH & 30TH STREETS
NEW YORK, NY 10001",242,HL,04/30/2018,License is Active,1229892,HOTEL LIQUOR,License is Active,4,08/17/2009,05/01/2016,04/30/2018
TRADIZIONE CORP,"247 W 35TH ST 14TH FLOOR
7TH & 8TH AVENUES
NEW YORK, NY 10001",303,WW,,License is Inactive,1229914,WHOLESALE WINE,License is Inactive,1,08/17/2009,,
SAVORY & SWEET LLC,"404 10TH AVE
AKA 450 W 33RD ST
NEW YORK, NY 10001",252,OP,10/31/2016,License is Active,1230358,ON-PREMISES LIQUOR,License is Active,3,08/26/2009,11/01/2014,10/31/2016
BIZMAX NY INC,"10 W 32ND STREET 4TH FL
5TH AVENUE AND BROADWAY
NEW YORK, NY 10001",252,OP,03/31/2018,License is Active,1230626,ON-PREMISES LIQUOR,License is Active,2,08/31/2009,04/01/2016,03/31/2018
BIZMAX NY INC,"10 W 32ND ST 4TH FLOOR
NEW YORK, NY 10001",ML1,TW,,License is Inactive,1230627,TAVERN WINE,License is Inactive,2,08/31/2009,,
"W 27 HIGHLINE OWNER LLC,W 27 HIGHLINE OPERATOR, &","516 518 W 27TH ST
NEW YORK, NY 10001",252,OP,08/31/2017,License is Active,1232046,ON-PREMISES LIQUOR,License is Active,2,09/28/2009,09/01/2015,08/31/2017
"W 27 HIGHLINE OWNER LLC,W 27 HIGHLINE OPERATOR, &","516 518 W 27TH ST
NEW YORK, NY 10001",242,HL,08/31/2017,License is Active,1232070,HOTEL LIQUOR,License is Active,3,09/29/2009,09/01/2015,08/31/2017
"W 27 HIGHLINE OWNER LLC,W 27 HIGHLINE OPERATOR, &","516 518 W 27TH ST
NEW YORK, NY 10001",901,HL,08/31/2017,License is Active,HOTEL LIQUOR,License is Active,3,"
","W 27 HIGHLINE OWNER LLC,W 27 HIGHLINE OPERATOR, & ",HABITA WORLD LLC/ DBA:HOTEL AMERICANO,1
"W 27 HIGHLINE OWNER LLC,W 27 HIGHLINE OPERATOR, &","516 518 W 27TH ST
NEW YORK, NY 10001",902,HL,08/31/2017,License is Active,HOTEL LIQUOR,License is Active,3,"
","W 27 HIGHLINE OWNER LLC,W 27 HIGHLINE OPERATOR, & ",HABITA WORLD LLC/ DBA:HOTEL AMERICANO,1
ANTHONY LUKE LLC,"247 W 30TH ST
7TH & 8TH AVES
NEW YORK, NY 10001",252,OP,06/30/2014,License is Inactive,1232440,ON-PREMISES LIQUOR,License is Inactive,2,10/02/2009,07/27/2012,06/30/2014
SH 28 INC,"28 W 32ND STREET
6TH AND 5TH AVENUES
NEW YORK, NY 10001",341,RW,,License is Inactive,1233825,RESTAURANT WINE,License is Inactive,1,10/30/2009,,
CAFFE PICASSO LTD,"513 W 27TH STREET
10TH AVENUE & 11TH AVENUE
NEW YORK, NY 10001",252,OP,03/31/2018,License is Active,1234303,ON-PREMISES LIQUOR,License is Active,1,11/12/2009,04/01/2016,03/31/2018
CAFFE PICASSO LTD,"513 W 27TH STREET
NEW YORK, NY 10001",001,ST,03/16/2010,Expired,1234304,TEMPORARY PERMIT,Expired,1,11/12/2009,12/17/2009,03/16/2010
513 WEST 27TH TRATTORIA INC,"513 W 27TH ST
NEW YORK, NY 10001",ML1,OP,12/17/2009,License is Inactive,1234305,ON-PREMISES LIQUOR,License is Inactive,1,11/12/2009,12/17/2009,12/17/2009
10TH AVENUE FOOD DEPOT INC,"460 W 34TH ST
CNR W 34TH ST & 10TH AVE
NEW YORK, NY 10001",122,A,,License is Inactive,1235049,GROCERY STORE BEER,License is Inactive,2,11/24/2009,,
10TH AVENUE FOOD DEPOT INC,"460 W 34TH ST
NEW YORK, NY 10001",001,ST,03/02/2010,License is Inactive,1235050,TEMPORARY PERMIT,License is Inactive,2,11/24/2009,12/03/2009,03/02/2010
LEE & KIM MARKET INC,"460 W 34TH ST
NEW YORK, NY 10001",ML1,A,12/03/2009,License is Inactive,1235051,GROCERY STORE BEER,License is Inactive,3,11/24/2009,12/03/2009,12/03/2009
BONCHON USA INC,"207 W 38TH STREET
NEW YORK, NY 10001",341,RW,12/31/2011,License is Inactive,1236143,RESTAURANT WINE,License is Inactive,2,12/17/2009,01/01/2011,12/31/2011
SOON YOUNG JO CORP,"37 W 32ND STREET
NEW YORK, NY 10001",001,ST,,Pending,1236290,TEMPORARY PERMIT,Pending,4,12/18/2009,,
230FA LLC,"230 5 AV 1148 56BWAY228 32 5AV
NEW YORK, NY 10001",906,OP,03/31/2014,Expired,ON-PREMISES LIQUOR,Expired,4,"
",230FA LLC,,1
GRAND KARAOKE INC,"23 W 32ND ST 3RD FLOOR
BROADWAY & 5TH AVE
NEW YORK, NY 10001",252,OP,,License is Inactive,1237259,ON-PREMISES LIQUOR,License is Inactive,3,01/19/2010,,
10TH AVENUE FOOD DEPOT INC,"460 W 34TH ST
NEW YORK, NY 10001",002,ST,04/01/2010,License is Inactive,1239049,TEMPORARY PERMIT,License is Inactive,2,02/25/2010,03/03/2010,04/01/2010
CVS ALBANY LLC,"320 5TH AVE
NEW YORK, NY 10001",126,DX,06/30/2018,License is Active,1239409,"DRUG BEER, WINE PROD",License is Active,1,03/05/2010,07/01/2015,06/30/2018
229 RESTAURANT INC,"229 W 28TH STREET
NEW YORK, NY 10001",ML2,OP,,License is Inactive,1239530,ON-PREMISES LIQUOR,License is Inactive,2,03/09/2010,,
CAFFE PICASSO LTD,"513 W 27TH STREET
NEW YORK, NY 10001",002,ST,04/14/2010,Expired,1239580,TEMPORARY PERMIT,Expired,4,03/10/2010,03/17/2010,04/14/2010
MANHATTAN ZILLER ZILLER INC,"2 W 32ND STREET #302B
NEW YORK, NY 10001",344,TW,11/30/2015,Expired,1240271,TAVERN WINE,Expired,3,03/26/2010,12/01/2013,11/30/2015
10TH AVENUE FOOD DEPOT INC,"460 W 34TH ST
NEW YORK, NY 10001",003,ST,05/01/2010,License is Inactive,1240300,TEMPORARY PERMIT,License is Inactive,4,03/29/2010,04/02/2010,05/01/2010
